order_id,order_date,order_value,quantity,category,discount_pct,payment_method,cod_charge,customer_id,account_age_days,prior_orders,prior_rto_count,pincode,courier_id,pincode_tier,historical_pincode_rto_rate,orders_last_24h,device_cluster_size,rto_label
ORD000000042,2026-03-01 04:37:40,297.51,2,Apparel,40.97,Credit Card,0.0,CUST005739,1310,5,1,100665,Courier_C,3,0.2392,0,3,0
ORD000000043,2026-03-01 04:39:38,526.15,1,Home,0.0,UPI,0.0,CUST002412,1134,3,3,100507,Courier_D,1,0.3242,3,4,0
ORD000000044,2026-03-01 04:45:36,563.78,2,Footwear,0.0,COD,99.0,CUST006675,1329,16,6,100545,Courier_E,1,0.2095,3,4,1
ORD000000045,2026-03-01 04:50:56,988.39,1,Home,0.0,COD,20.0,CUST000844,1197,0,0,100489,Courier_B,2,0.0805,1,2,0
ORD000000046,2026-03-01 05:17:39,578.49,2,Electronics,13.52,COD,79.0,CUST004462,1055,1,1,100056,Courier_D,2,0.1138,0,4,0
ORD000000047,2026-03-01 05:25:10,797.17,2,Beauty,46.85,UPI,0.0,CUST009776,1415,46,0,100408,Courier_A,3,0.2534,5,5,0
ORD000000048,2026-03-01 06:05:24,774.66,1,Electronics,0.0,UPI,0.0,CUST007243,1384,11,2,100672,Courier_B,2,0.0921,4,3,0
ORD000000049,2026-03-01 06:16:56,472.35,4,Home,10.53,Credit Card,0.0,CUST006781,214,35,9,100814,Courier_A,3,0.176,3,3,1
ORD000000050,2026-03-01 06:24:47,435.04,2,Jewelry,22.61,UPI,0.0,CUST004785,525,48,1,100939,Courier_B,2,0.3804,5,3,0
ORD000000051,2026-03-01 06:26:40,352.41,4,Apparel,12.18,COD,79.0,CUST001265,512,31,2,100260,Courier_D,3,0.3542,4,1,1
ORD000000052,2026-03-01 06:47:28,1430.59,2,Apparel,17.26,COD,20.0,CUST004997,492,7,7,100674,Courier_E,2,0.2054,4,2,0
ORD000000053,2026-03-01 06:49:36,472.51,3,Home,9.62,UPI,0.0,CUST002929,278,34,2,100486,Courier_A,2,0.3529,5,4,1
ORD000000054,2026-03-01 06:55:03,782.99,2,Beauty,0.0,Credit Card,0.0,CUST004329,422,36,9,100049,Courier_B,3,0.2127,5,1,1
ORD000000055,2026-03-01 07:10:53,531.0,2,Home,11.48,COD,39.0,CUST000798,707,17,3,100069,Courier_B,2,0.2066,0,5,1
ORD000000056,2026-03-01 07:21:20,1408.24,2,Beauty,0.0,COD,49.0,CUST000536,93,22,1,100601,Courier_A,3,0.2189,3,3,1
ORD000000057,2026-03-01 07:29:01,122.67,3,Home,8.37,COD,79.0,CUST005744,1450,20,4,100076,Courier_C,1,0.2814,1,3,1
ORD000000058,2026-03-01 07:29:41,766.91,3,Beauty,0.0,COD,39.0,CUST001489,482,39,0,100163,Courier_E,2,0.4267,0,5,1
ORD000000059,2026-03-01 07:30:06,220.54,2,Beauty,28.61,COD,29.0,CUST001909,403,17,7,100782,Courier_C,1,0.1963,3,1,1
ORD000000060,2026-03-01 07:36:55,822.67,1,Electronics,0.0,Net Banking,0.0,CUST006514,592,0,0,100082,Courier_A,1,0.1545,1,5,0
ORD000000061,2026-03-01 07:49:42,535.27,3,Electronics,0.0,COD,49.0,CUST006705,1130,21,5,100133,Courier_A,2,0.1483,0,4,0
ORD000000062,2026-03-01 08:05:54,184.44,3,Home,17.45,COD,20.0,CUST007481,439,34,0,100097,Courier_B,3,0.507,3,5,0
ORD000000063,2026-03-01 08:22:34,788.48,1,Home,0.0,UPI,0.0,CUST006553,565,8,1,100266,Courier_C,2,0.3184,0,4,0
ORD000000064,2026-03-01 08:25:07,720.07,2,Footwear,23.41,UPI,0.0,CUST006761,359,10,8,100855,Courier_B,3,0.0944,3,1,0
ORD000000065,2026-03-01 08:28:57,500.21,5,Beauty,25.12,UPI,0.0,CUST002341,1298,6,1,100181,Courier_D,1,0.1747,1,1,0
ORD000000066,2026-03-01 08:36:19,553.55,1,Jewelry,23.55,COD,59.0,CUST000738,1006,32,1,100649,Courier_E,3,0.118,4,1,0
ORD000000067,2026-03-01 08:39:46,684.86,1,Apparel,0.0,UPI,0.0,CUST003245,694,28,8,100104,Courier_E,3,0.2374,2,3,1
ORD000000068,2026-03-01 08:39:48,1544.69,3,Apparel,34.66,Net Banking,0.0,CUST001729,1066,3,3,100007,Courier_B,3,0.2982,3,2,1
ORD000000069,2026-03-01 08:40:04,468.03,1,Footwear,15.44,COD,79.0,CUST003456,29,30,3,100558,Courier_A,3,0.1819,1,4,0
ORD000000070,2026-03-01 08:48:42,1353.47,1,Apparel,11.16,COD,59.0,CUST001632,294,48,4,100312,Courier_B,1,0.1313,5,5,0
ORD000000072,2026-03-01 08:51:15,1696.95,4,Apparel,15.44,COD,79.0,CUST003775,525,24,7,100569,Courier_A,2,0.211,5,2,1
ORD000000071,2026-03-01 08:51:15,584.08,4,Jewelry,0.0,Credit Card,0.0,CUST000622,64,22,1,100333,Courier_B,3,0.251,1,3,0
ORD000000073,2026-03-01 08:52:55,498.64,1,Jewelry,0.0,COD,79.0,CUST009774,467,17,3,100758,Courier_B,1,0.3263,2,1,0
ORD000000074,2026-03-01 08:54:55,353.17,2,Footwear,0.0,UPI,0.0,CUST008975,1181,8,6,100731,Courier_A,2,0.151,3,4,1
ORD000000075,2026-03-01 08:58:40,250.1,2,Beauty,17.86,COD,29.0,CUST004396,126,3,3,100078,Courier_B,2,0.04,2,4,0
ORD000000076,2026-03-01 09:00:25,585.78,1,Beauty,12.44,Credit Card,0.0,CUST000285,17,26,9,100715,Courier_B,3,0.1077,4,1,0
ORD000000077,2026-03-01 09:17:16,319.09,1,Apparel,7.72,UPI,0.0,CUST000455,697,36,3,100163,Courier_A,2,0.4267,1,2,0
ORD000000078,2026-03-01 09:18:21,1851.2,2,Beauty,0.0,UPI,0.0,CUST003506,1128,49,2,100981,Courier_C,3,0.2495,0,1,0
ORD000000079,2026-03-01 09:19:47,299.77,2,Home,0.0,COD,99.0,CUST007177,799,34,7,100295,Courier_D,2,0.2375,0,5,0
ORD000000080,2026-03-01 09:36:10,346.53,1,Apparel,42.73,UPI,0.0,CUST007639,267,29,8,100174,Courier_A,3,0.4295,4,3,1
ORD000000081,2026-03-01 09:41:17,958.02,1,Apparel,26.1,Debit Card,0.0,CUST006335,96,33,9,100480,Courier_C,1,0.1085,0,5,0
ORD000000082,2026-03-01 09:45:37,1554.07,1,Electronics,15.25,UPI,0.0,CUST006937,62,12,8,100398,Courier_C,1,0.1124,5,2,0
ORD000000083,2026-03-01 09:49:03,1080.13,3,Beauty,45.46,COD,79.0,CUST009645,76,24,8,100746,Courier_A,2,0.2648,4,2,1
ORD000000084,2026-03-01 09:51:40,1403.81,2,Electronics,33.4,UPI,0.0,CUST004158,661,14,5,100827,Courier_A,3,0.1922,1,2,0
ORD000000085,2026-03-01 09:56:00,564.44,2,Electronics,0.0,COD,79.0,CUST005716,1071,23,8,100433,Courier_E,1,0.0907,3,3,1
ORD000000086,2026-03-01 09:59:13,570.83,2,Footwear,11.99,COD,20.0,CUST000884,644,14,9,100973,Courier_E,2,0.0821,0,4,1
ORD000000087,2026-03-01 10:19:52,3009.13,4,Apparel,6.78,UPI,0.0,CUST002556,139,0,0,100732,Courier_A,3,0.1623,4,4,0
ORD000000088,2026-03-01 10:33:13,2326.72,1,Beauty,10.55,COD,99.0,CUST006383,774,30,2,100200,Courier_D,2,0.1585,1,1,0
ORD000000089,2026-03-01 10:46:36,1065.67,2,Electronics,0.0,Credit Card,0.0,CUST004754,1026,10,5,100621,Courier_A,2,0.0463,4,3,0
ORD000000090,2026-03-01 10:57:19,1458.68,2,Apparel,0.0,COD,20.0,CUST005134,1337,1,1,100881,Courier_B,3,0.0753,2,2,1
ORD000000091,2026-03-01 11:17:35,1196.11,3,Apparel,10.88,Debit Card,0.0,CUST005033,1342,40,0,100162,Courier_E,2,0.3734,4,2,0
ORD000000092,2026-03-01 11:20:28,229.34,1,Beauty,36.56,COD,79.0,CUST004558,158,40,8,100723,Courier_D,1,0.1081,4,1,0
ORD000000093,2026-03-01 12:09:43,583.05,1,Beauty,24.83,UPI,0.0,CUST004672,553,24,7,100182,Courier_B,2,0.1626,1,4,0
ORD000000094,2026-03-01 12:19:44,1993.05,2,Apparel,4.26,COD,59.0,CUST006077,369,16,7,100157,Courier_B,2,0.2396,5,2,0
ORD000000095,2026-03-01 12:25:31,1070.92,3,Apparel,22.92,COD,49.0,CUST005573,1334,25,4,100772,Courier_B,1,0.0816,2,2,1
ORD000000096,2026-03-01 12:42:09,571.99,4,Electronics,13.28,COD,79.0,CUST005042,199,25,1,100374,Courier_D,3,0.3109,5,3,1
ORD000000097,2026-03-01 13:00:10,2012.24,4,Electronics,13.28,Net Banking,0.0,CUST009163,455,14,3,100368,Courier_B,1,0.3234,2,5,1
ORD000000098,2026-03-01 13:01:51,808.71,3,Footwear,22.45,Credit Card,0.0,CUST007093,1365,33,5,100457,Courier_D,2,0.2751,2,3,1
ORD000000099,2026-03-01 13:04:18,1101.54,1,Electronics,0.0,COD,79.0,CUST006119,36,34,9,100684,Courier_C,1,0.2126,3,4,1
ORD000000100,2026-03-01 13:04:40,812.1,2,Beauty,13.83,COD,29.0,CUST008572,437,29,0,100997,Courier_D,2,0.2237,5,2,0
ORD000000101,2026-03-01 13:10:48,927.91,5,Footwear,20.72,UPI,0.0,CUST002496,547,0,0,100598,Courier_B,2,0.1965,1,2,0
ORD000000102,2026-03-01 13:13:21,982.53,3,Footwear,25.07,UPI,0.0,CUST002239,776,40,3,100319,Courier_C,3,0.1663,0,5,0
ORD000000103,2026-03-01 13:19:35,1702.31,2,Beauty,0.0,UPI,0.0,CUST009330,434,15,3,100299,Courier_B,1,0.2095,1,1,0
ORD000000104,2026-03-01 13:49:22,1889.31,1,Electronics,21.16,Credit Card,0.0,CUST003995,1296,27,8,100566,Courier_B,1,0.0622,3,4,0
ORD000000105,2026-03-01 13:55:36,419.53,2,Home,0.0,COD,29.0,CUST008040,913,4,4,100252,Courier_C,1,0.1214,4,3,0
ORD000000106,2026-03-01 14:03:35,799.84,2,Electronics,0.0,Credit Card,0.0,CUST008783,301,10,0,100477,Courier_B,1,0.04,1,2,0
ORD000000107,2026-03-01 14:04:39,1663.71,2,Apparel,3.75,COD,99.0,CUST005299,465,7,7,100476,Courier_B,3,0.04,5,3,1
ORD000000108,2026-03-01 14:44:23,541.72,2,Beauty,44.65,UPI,0.0,CUST000886,830,29,6,100364,Courier_A,1,0.1726,5,1,0
ORD000000109,2026-03-01 14:51:08,211.22,3,Electronics,0.0,COD,49.0,CUST003494,658,30,5,100751,Courier_B,1,0.2253,4,4,0
ORD000000110,2026-03-01 14:51:09,290.93,2,Apparel,8.88,COD,20.0,CUST007316,1454,4,4,100077,Courier_B,1,0.0905,5,5,1
ORD000000111,2026-03-01 14:53:31,307.46,1,Jewelry,13.75,Credit Card,0.0,CUST005907,721,13,1,100719,Courier_A,2,0.1694,1,4,0
ORD000000112,2026-03-01 15:03:21,417.15,3,Apparel,23.69,COD,49.0,CUST005864,295,15,8,100764,Courier_A,2,0.1503,3,3,0
ORD000000113,2026-03-01 15:07:19,331.3,3,Beauty,0.0,COD,29.0,CUST004049,197,41,1,100473,Courier_E,2,0.189,1,5,0
ORD000000114,2026-03-01 15:20:44,1370.99,2,Jewelry,12.56,UPI,0.0,CUST004811,953,17,3,100037,Courier_E,3,0.55,1,3,0
ORD000000115,2026-03-01 15:25:52,482.29,1,Home,19.42,UPI,0.0,CUST003560,893,15,8,100673,Courier_C,1,0.0466,3,4,0
ORD000000116,2026-03-01 15:32:38,1650.58,3,Apparel,0.0,COD,49.0,CUST001626,473,8,0,100725,Courier_B,1,0.302,0,4,1
ORD000000117,2026-03-01 15:46:23,243.66,2,Electronics,5.82,UPI,0.0,CUST003530,201,37,2,100000,Courier_B,1,0.3335,2,1,0
ORD000000118,2026-03-01 15:50:09,453.66,2,Electronics,0.0,Net Banking,0.0,CUST007780,109,18,4,100124,Courier_C,3,0.22,0,3,0
ORD000000119,2026-03-01 15:51:26,654.21,1,Apparel,12.23,COD,79.0,CUST001120,1138,27,7,100452,Courier_A,2,0.3447,1,3,1
ORD000000120,2026-03-01 15:52:07,1151.16,3,Apparel,0.0,UPI,0.0,CUST002985,569,45,9,100874,Courier_D,3,0.1708,2,2,1
ORD000000121,2026-03-01 16:02:26,1502.52,2,Beauty,0.0,UPI,0.0,CUST002470,538,40,8,100765,Courier_B,3,0.4295,3,5,1
ORD000000122,2026-03-01 16:11:12,391.25,1,Beauty,24.59,COD,59.0,CUST002554,1310,22,0,100699,Courier_B,1,0.2781,3,4,1
ORD000000123,2026-03-01 16:17:04,1332.4,3,Electronics,54.67,COD,20.0,CUST006512,1138,42,7,100395,Courier_C,3,0.408,5,1,1
ORD000000124,2026-03-01 16:22:04,156.72,3,Home,4.72,UPI,0.0,CUST008487,729,3,3,100413,Courier_A,1,0.2444,1,2,0
ORD000000125,2026-03-01 16:24:17,1208.42,2,Apparel,39.2,COD,79.0,CUST003594,594,10,3,100485,Courier_B,1,0.333,4,4,0
ORD000000126,2026-03-01 16:44:24,205.85,2,Electronics,0.0,Credit Card,0.0,CUST008025,1194,12,0,100930,Courier_E,2,0.1118,3,1,0
ORD000000127,2026-03-01 16:57:24,860.33,1,Apparel,0.0,Credit Card,0.0,CUST006076,837,28,1,100499,Courier_C,2,0.119,1,2,0
ORD000000128,2026-03-01 16:57:31,1485.27,1,Jewelry,0.0,UPI,0.0,CUST006564,592,8,8,100119,Courier_D,1,0.0861,2,5,1
ORD000000129,2026-03-01 17:11:31,1223.88,3,Jewelry,43.85,COD,20.0,CUST002911,839,48,2,100857,Courier_B,1,0.1894,5,2,0
ORD000000130,2026-03-01 17:17:24,162.17,1,Footwear,0.0,COD,59.0,CUST001105,1184,18,3,100545,Courier_A,1,0.2095,0,5,0
ORD000000131,2026-03-01 17:25:50,420.82,3,Beauty,23.5,COD,29.0,CUST002604,269,17,7,100728,Courier_C,2,0.1335,0,3,1
ORD000000132,2026-03-01 18:12:19,1068.0,1,Apparel,0.0,COD,99.0,CUST001404,83,18,6,100426,Courier_B,3,0.4006,2,5,1
ORD000000133,2026-03-01 18:21:10,1043.81,2,Apparel,29.53,COD,99.0,CUST005015,730,11,2,100811,Courier_A,3,0.1327,4,4,1
ORD000000134,2026-03-01 18:22:15,750.5,4,Footwear,0.0,UPI,0.0,CUST009264,615,5,3,100016,Courier_D,2,0.2559,5,2,0
ORD000000135,2026-03-01 18:36:34,103.41,2,Apparel,0.0,UPI,0.0,CUST001592,223,39,7,100367,Courier_C,1,0.2619,5,4,0
ORD000000136,2026-03-01 18:37:08,1569.38,4,Apparel,15.46,UPI,0.0,CUST002827,636,33,1,100617,Courier_B,1,0.3712,5,5,0
ORD000000137,2026-03-01 18:37:30,1809.87,2,Electronics,14.24,Debit Card,0.0,CUST003435,799,1,1,100342,Courier_B,2,0.0654,0,3,0
ORD000000138,2026-03-01 18:45:02,686.08,2,Apparel,2.17,Credit Card,0.0,CUST000462,800,3,2,100188,Courier_D,1,0.5025,0,2,1
ORD000000139,2026-03-01 18:48:03,722.6,5,Electronics,0.0,UPI,0.0,CUST008793,1406,2,2,100935,Courier_A,3,0.0968,3,4,0
ORD000000140,2026-03-01 18:52:54,900.05,2,Beauty,0.0,UPI,0.0,CUST007955,1340,35,2,100178,Courier_B,3,0.1194,3,5,0
ORD000000141,2026-03-01 19:18:16,1935.95,1,Apparel,29.15,COD,59.0,CUST000532,485,25,9,100516,Courier_E,3,0.0991,0,3,1
ORD000000142,2026-03-01 19:31:45,735.42,2,Home,0.0,Debit Card,0.0,CUST008674,974,28,0,100830,Courier_D,1,0.2057,5,5,0
ORD000000143,2026-03-01 19:34:50,516.49,1,Apparel,0.0,Credit Card,0.0,CUST004635,268,29,1,100113,Courier_A,2,0.3118,1,3,1
ORD000000144,2026-03-01 19:36:57,816.65,1,Electronics,38.29,COD,79.0,CUST009596,199,46,5,100436,Courier_C,2,0.4204,4,1,1
ORD000000145,2026-03-01 19:42:19,596.52,2,Apparel,0.0,COD,59.0,CUST004400,545,15,2,100944,Courier_C,1,0.0926,3,5,1
ORD000000146,2026-03-01 19:47:23,601.97,2,Home,0.0,COD,79.0,CUST003129,1317,9,1,100799,Courier_E,2,0.2739,1,2,0
ORD000000147,2026-03-01 19:47:57,146.54,2,Apparel,7.16,COD,79.0,CUST006706,128,16,3,100403,Courier_C,3,0.2078,1,1,1
ORD000000148,2026-03-01 19:54:19,914.4,6,Footwear,9.52,COD,39.0,CUST002502,582,40,0,100784,Courier_C,2,0.5239,4,3,0
ORD000000149,2026-03-01 19:59:22,1536.35,1,Jewelry,0.0,Debit Card,0.0,CUST003710,455,31,3,100721,Courier_A,3,0.4722,1,5,0
ORD000000150,2026-03-01 19:59:28,1361.44,2,Jewelry,0.0,UPI,0.0,CUST003737,284,27,8,100489,Courier_B,2,0.0805,2,3,0
ORD000000151,2026-03-01 20:00:38,1287.93,3,Footwear,0.0,Credit Card,0.0,CUST003901,297,36,0,100824,Courier_A,2,0.251,3,2,0
ORD000000152,2026-03-01 20:02:07,576.86,1,Footwear,0.0,COD,99.0,CUST000553,846,46,1,100272,Courier_C,1,0.2201,4,1,0
ORD000000153,2026-03-01 20:14:17,676.24,1,Apparel,0.0,COD,99.0,CUST007109,286,16,4,100890,Courier_B,1,0.1048,4,4,1
ORD000000154,2026-03-01 20:15:15,1561.06,3,Apparel,0.0,COD,49.0,CUST005492,260,43,9,100171,Courier_B,1,0.04,2,5,1
ORD000000155,2026-03-01 20:27:51,1204.58,2,Electronics,26.99,UPI,0.0,CUST000569,657,3,0,100430,Courier_B,1,0.1986,2,2,0
ORD000000156,2026-03-01 20:42:13,1976.5,3,Jewelry,0.0,UPI,0.0,CUST002945,32,31,1,100921,Courier_D,2,0.4115,3,1,0
ORD000000157,2026-03-01 20:44:48,351.37,4,Home,7.41,COD,79.0,CUST004246,845,37,8,100723,Courier_D,1,0.1081,5,4,0
ORD000000158,2026-03-01 20:46:04,349.62,2,Electronics,0.0,Debit Card,0.0,CUST006697,1229,33,4,100805,Courier_D,3,0.2423,2,2,1
ORD000000159,2026-03-01 20:46:39,461.25,3,Electronics,0.0,Debit Card,0.0,CUST005706,223,20,5,100183,Courier_B,3,0.2907,4,4,1
ORD000000160,2026-03-01 20:57:19,283.04,1,Apparel,0.0,COD,99.0,CUST005948,766,41,2,100676,Courier_C,2,0.1486,1,5,0
ORD000000161,2026-03-01 20:58:39,209.1,3,Jewelry,0.0,Credit Card,0.0,CUST004691,516,11,1,100244,Courier_E,2,0.2613,5,1,0
ORD000000162,2026-03-01 21:05:37,875.6,3,Home,15.59,COD,49.0,CUST004416,62,9,1,100787,Courier_B,3,0.2059,4,4,0
ORD000000163,2026-03-01 21:44:20,829.18,4,Jewelry,0.0,COD,59.0,CUST004623,678,45,0,100829,Courier_A,1,0.3197,3,4,0
ORD000000164,2026-03-01 21:47:43,732.88,2,Apparel,8.76,UPI,0.0,CUST005037,990,19,8,100256,Courier_D,3,0.4914,3,4,0
ORD000000165,2026-03-01 21:59:00,798.71,3,Home,9.28,UPI,0.0,CUST008417,1000,18,3,100308,Courier_A,1,0.4391,3,1,0
ORD000000166,2026-03-01 22:04:30,186.61,2,Electronics,0.0,UPI,0.0,CUST006726,527,13,1,100210,Courier_D,1,0.04,4,4,0
ORD000000167,2026-03-01 22:06:37,409.92,4,Apparel,8.37,UPI,0.0,CUST009674,663,37,6,100451,Courier_E,3,0.3192,2,5,1
ORD000000168,2026-03-01 22:24:28,475.91,2,Jewelry,26.1,Credit Card,0.0,CUST009001,1191,3,3,100224,Courier_E,3,0.1897,4,5,0
ORD000000169,2026-03-01 22:42:53,625.66,2,Electronics,0.0,COD,49.0,CUST002592,421,32,6,100463,Courier_A,2,0.1585,3,5,1
ORD000000170,2026-03-01 22:53:49,187.2,2,Apparel,6.58,UPI,0.0,CUST007291,111,16,1,100907,Courier_C,1,0.0482,5,4,0
ORD000000171,2026-03-01 22:58:58,286.51,1,Footwear,31.5,COD,39.0,CUST006365,1450,14,1,100990,Courier_C,2,0.2402,2,2,1
ORD000000172,2026-03-01 23:12:36,424.46,2,Apparel,17.7,COD,99.0,CUST004793,1439,38,7,100511,Courier_A,3,0.0919,4,2,0
ORD000000173,2026-03-01 23:14:00,1403.37,1,Footwear,0.0,Credit Card,0.0,CUST006359,1399,5,3,100703,Courier_A,1,0.2663,4,1,0
ORD000000174,2026-03-01 23:14:40,742.11,3,Home,0.0,UPI,0.0,CUST000678,358,47,3,100085,Courier_B,3,0.1786,5,3,0
ORD000000175,2026-03-01 23:19:29,1362.74,1,Apparel,9.99,UPI,0.0,CUST001478,784,29,7,100412,Courier_C,1,0.1037,5,5,0
ORD000000176,2026-03-01 23:20:40,545.69,3,Apparel,9.79,UPI,0.0,CUST002072,1364,44,5,100004,Courier_C,2,0.271,2,4,0
ORD000000177,2026-03-01 23:27:07,602.32,1,Home,13.89,COD,79.0,CUST002973,737,25,7,100612,Courier_B,3,0.3095,5,1,0
